%HatchData	
%MainCurve1	
%X	Y
-5.002041336	3.571003073
-5.001250267	3.63476944
-4.994956493	3.761706591
-4.982451439	3.887674093
-4.963823318	4.012461662
-4.939159393	4.135859013
-4.908545971	4.257654667
-4.872071266	4.377639294
-4.829821587	4.495601654
-4.78188467	4.61133194
-4.728347778	4.724618912
-4.669297218	4.835252285
-4.604821205	4.943022251
-4.535006523	5.047717094
-4.459940434	5.149127483
-4.379710197	5.247041702
-4.294402599	5.34125042
-4.249872208	5.386899471
-4.204223156	5.431429863
-4.110014439	5.516737461
-4.012099743	5.596968174
-3.910689592	5.672034264
-3.805994511	5.741848946
-3.698225021	5.806324959
-3.587591648	5.865375042
-3.474304438	5.918912411
-3.358574629	5.966849327
-3.24061203	6.009099007
-3.120627642	6.045573711
-2.998831511	6.076186657
-2.875434637	6.100851059
-2.750647068	6.119479179
-2.624679565	6.131983757
-2.497742414	6.138277531
-2.433975935	6.139068604
-2.370209455	6.138277531
-2.243272305	6.131983757
-2.117304802	6.119479179
-1.992517114	6.100851059
-1.869120002	6.076186657
-1.74732399	6.045573711
-1.627339482	6.009099007
-1.509376884	5.966849327
-1.393646955	5.918912411
-1.280359864	5.865375042
-1.169726253	5.806324959
-1.061956763	5.741848946
-0.957261562	5.672034264
-0.855851412	5.596968174
-0.757936716	5.516737461
-0.663727939	5.431429863
-0.618079066	5.386899471
-0.573548615	5.34125042
-0.488241106	5.247041702
-0.408010691	5.149127483
-0.332944542	5.047717094
-0.26312986	4.943022251
-0.198653832	4.835252285
-0.13960366	4.724618912
-0.086066507	4.61133194
-0.038129587	4.495601654
0.004119921	4.377639294
0.040594831	4.257654667
0.071207948	4.135858536
0.095872097	4.012461662
0.114500076	3.887674093
0.127004698	3.761706591
0.133298784	3.63476944
0.134089619	3.57100296
0.133298784	3.507236719
0.127004698	3.38029933
0.114500061	3.254331827
0.095872067	3.129544258
0.071207903	3.006147146
0.04059476	2.884351015
0.004119827	2.764366388
-0.03812971	2.646404028
-0.086066656	2.530673981
-0.139603823	2.417387009
-0.198654041	2.306753397
-0.263130099	2.198983908
-0.33294481	2.094288826
-0.408010989	1.992878556
-0.488241434	1.894963861
-0.573548973	1.800755143
-0.618079424	1.75510633
-0.663728297	1.710575938
-0.757937014	1.62526834
-0.85585171	1.545037985
-0.95726186	1.469971776
-1.061957002	1.400157094
-1.169726491	1.335681081
-1.280359983	1.276630878
-1.393647075	1.223093748
-1.509377122	1.175156832
-1.627339602	1.132907271
